100,8,no,yes
0.9755,0.0035,0.0085,0.0110,0.0002,0.0008,0.0003,0.0002,1
0.4326,0.4079,0.0811,0.0560,0.0083,0.0020,0.0118,0.0003,1
0.1455,0.1782,0.5383,0.1327,0.0002,0.0030,0.0018,0.0003,0
0.1871,0.1810,0.4863,0.1250,0.0118,0.0035,0.0023,0.0030,0
0.1558,0.3488,0.0916,0.0800,0.1045,0.1664,0.0008,0.0521,0
0.8086,0.1558,0.0079,0.0149,0.0123,0.0002,0.0000,0.0003,1
0.7129,0.1712,0.0404,0.0324,0.0096,0.0131,0.0138,0.0066,1
0.9407,0.0117,0.0465,0.0009,0.0000,0.0001,0.0000,0.0001,0
0.6855,0.0328,0.1634,0.0575,0.0604,0.0001,0.0000,0.0003,1
0.1890,0.4260,0.1423,0.0460,0.0693,0.0991,0.0055,0.0228,0
0.7599,0.1301,0.0206,0.0258,0.0533,0.0020,0.0020,0.0063,0
0.1564,0.2474,0.3327,0.0714,0.1811,0.0043,0.0062,0.0005,1
0.9675,0.0216,0.0047,0.0007,0.0040,0.0009,0.0005,0.0001,0
0.6986,0.0820,0.0512,0.0152,0.0966,0.0353,0.0182,0.0029,1
0.0892,0.7713,0.0221,0.0692,0.0077,0.0101,0.0177,0.0127,1
0.7491,0.0885,0.0965,0.0152,0.0012,0.0394,0.0079,0.0022,1
0.9955,0.0042,0.0001,0.0001,0.0000,0.0000,0.0000,0.0001,0
0.4567,0.1752,0.1186,0.1167,0.1250,0.0043,0.0024,0.0011,1
0.1419,0.0107,0.3188,0.0839,0.0319,0.0908,0.0061,0.3159,0
0.9557,0.0330,0.0059,0.0033,0.0017,0.0003,0.0000,0.0001,1
0.4864,0.3744,0.0355,0.0881,0.0036,0.0036,0.0039,0.0045,1
0.8534,0.0382,0.0101,0.0276,0.0183,0.0451,0.0071,0.0002,1
0.5244,0.2327,0.1901,0.0116,0.0157,0.0014,0.0016,0.0225,0
0.0596,0.1412,0.0650,0.1226,0.5707,0.0267,0.0043,0.0099,1
0.5999,0.0097,0.0715,0.0870,0.0873,0.0253,0.0191,0.1002,0
0.6999,0.1828,0.0553,0.0551,0.0044,0.0000,0.0021,0.0004,1
0.5576,0.3191,0.0775,0.0372,0.0011,0.0074,0.0000,0.0001,0
0.0872,0.0098,0.5151,0.2148,0.0549,0.1050,0.0023,0.0109,1
0.0746,0.6115,0.2733,0.0013,0.0234,0.0126,0.0010,0.0023,0
0.8602,0.0434,0.0271,0.0506,0.0133,0.0029,0.0016,0.0009,0
0.4688,0.3851,0.0640,0.0227,0.0011,0.0437,0.0004,0.0142,1
0.6477,0.0029,0.0817,0.0059,0.1709,0.0868,0.0031,0.0010,0
0.9177,0.0282,0.0259,0.0045,0.0148,0.0067,0.0016,0.0006,0
0.0967,0.0986,0.2576,0.2942,0.0296,0.1724,0.0292,0.0217,1
0.3431,0.1324,0.1249,0.1715,0.0189,0.1645,0.0093,0.0354,1
0.6659,0.2807,0.0099,0.0177,0.0117,0.0076,0.0054,0.0011,0
0.8567,0.0414,0.0210,0.0796,0.0010,0.0001,0.0000,0.0002,1
0.0837,0.1796,0.5577,0.1476,0.0074,0.0164,0.0013,0.0063,0
0.0984,0.8332,0.0395,0.0261,0.0019,0.0008,0.0000,0.0001,1
0.6118,0.3749,0.0016,0.0075,0.0017,0.0003,0.0014,0.0008,0
0.2343,0.0590,0.1010,0.5700,0.0251,0.0064,0.0002,0.0040,0
0.4792,0.0122,0.1676,0.0155,0.3165,0.0017,0.0004,0.0069,0
0.8654,0.0812,0.0304,0.0002,0.0146,0.0029,0.0003,0.0050,1
0.4194,0.0961,0.3200,0.1306,0.0208,0.0070,0.0055,0.0006,0
0.4766,0.2092,0.0580,0.0119,0.1730,0.0350,0.0155,0.0208,1
0.8363,0.0908,0.0132,0.0197,0.0206,0.0097,0.0072,0.0025,1
0.8574,0.1065,0.0041,0.0052,0.0091,0.0028,0.0043,0.0106,1
0.3118,0.5637,0.1061,0.0062,0.0094,0.0007,0.0003,0.0018,0
0.6291,0.2078,0.0754,0.0181,0.0662,0.0006,0.0027,0.0001,0
0.2223,0.5399,0.0783,0.0688,0.0626,0.0195,0.0025,0.0061,0
0.2092,0.6378,0.0591,0.0483,0.0303,0.0106,0.0002,0.0045,0
0.6122,0.3788,0.0028,0.0037,0.0001,0.0010,0.0007,0.0007,0
0.7037,0.0420,0.1599,0.0016,0.0705,0.0065,0.0060,0.0098,1
0.7866,0.1638,0.0398,0.0096,0.0001,0.0000,0.0000,0.0001,1
0.5434,0.2733,0.0842,0.0539,0.0326,0.0106,0.0010,0.0010,1
0.0020,0.9489,0.0099,0.0130,0.0185,0.0049,0.0000,0.0028,1
0.6147,0.3040,0.0168,0.0152,0.0400,0.0007,0.0057,0.0029,1
0.7569,0.0240,0.1828,0.0087,0.0159,0.0063,0.0000,0.0054,0
0.3112,0.2139,0.0588,0.3030,0.0366,0.0515,0.0149,0.0101,0
0.4786,0.3624,0.1299,0.0249,0.0000,0.0008,0.0008,0.0026,0
0.3805,0.1290,0.4383,0.0241,0.0097,0.0153,0.0008,0.0023,0
0.6294,0.2225,0.1195,0.0228,0.0051,0.0001,0.0002,0.0004,0
0.6806,0.2715,0.0158,0.0048,0.0144,0.0031,0.0015,0.0083,1
0.3635,0.0241,0.5402,0.0633,0.0085,0.0000,0.0002,0.0002,1
0.7974,0.1221,0.0243,0.0510,0.0047,0.0002,0.0000,0.0003,0
0.9083,0.0209,0.0242,0.0280,0.0132,0.0041,0.0009,0.0004,0
0.9773,0.0017,0.0016,0.0108,0.0014,0.0012,0.0012,0.0048,1
0.1055,0.3313,0.0181,0.3990,0.0901,0.0327,0.0223,0.0010,0
0.4556,0.4871,0.0322,0.0027,0.0143,0.0025,0.0011,0.0045,1
0.1448,0.1467,0.2369,0.2305,0.1537,0.0083,0.0646,0.0145,0
0.3959,0.4726,0.1269,0.0014,0.0000,0.0025,0.0004,0.0003,1
0.5595,0.3515,0.0280,0.0557,0.0045,0.0002,0.0004,0.0002,0
0.3340,0.3719,0.1572,0.0217,0.0495,0.0519,0.0082,0.0056,0
0.8323,0.0534,0.0710,0.0083,0.0304,0.0007,0.0031,0.0008,1
0.4369,0.0862,0.2311,0.2347,0.0002,0.0034,0.0029,0.0046,1
0.9118,0.0714,0.0164,0.0002,0.0001,0.0000,0.0000,0.0001,1
0.4663,0.4934,0.0221,0.0160,0.0010,0.0009,0.0002,0.0001,1
0.9155,0.0677,0.0048,0.0101,0.0014,0.0004,0.0000,0.0001,1
0.1827,0.6518,0.1134,0.0249,0.0040,0.0081,0.0000,0.0151,0
0.6116,0.2995,0.0384,0.0154,0.0000,0.0028,0.0198,0.0125,0
